n_total,likelihood,repeat,mse,coverage,ci_width,wall_time_s,rhat,neff
576,mp,26,0.158834688585772,0.8885416666666667,1.4139159603294906,2.246707374986727,0.9995477847992026,461.9399691379399
576,mp,27,0.0952432933755608,0.95,1.436614406770404,2.17502029100433,1.001868700963663,426.5722515249944
576,mp,28,0.1911310250736516,0.875,1.40707094303617,2.221600666991435,1.0003049685367515,388.1473855433403
576,mp,29,0.109304148905579,0.9145833333333332,1.403704990053399,2.2294114169781096,1.0034085449090044,385.89412944001606
576,mp,30,0.1529014445395889,0.84375,1.4135218852718878,2.1903965839883313,1.0011278724993622,558.5791692209328
576,mp,31,0.0961058248275487,0.9625,1.4140447654356203,2.2150319580105133,1.0007870213976322,408.0793835766401
576,mp,32,0.114841636385313,0.9010416666666666,1.4288897158603784,2.2101923750014976,1.0042729819972267,269.12975654086654
576,mp,33,0.1532677484270126,0.8927083333333333,1.4133421910187418,2.2970731669920497,1.0073967169837796,406.08798700402457
576,mp,34,0.119350373322498,0.909375,1.4069250323540248,2.448510583024472,1.0010329980451165,515.7908089322593
576,mp,35,0.176131881932939,0.85625,1.4074241910447642,2.34493541700067,1.001127230108258,455.6718150359037
576,mp,36,0.1786763738098617,0.859375,1.4417751707367557,2.2870050839846954,1.001305230376989,486.0415125173116
576,mp,37,0.1680075511555554,0.8979166666666667,1.4467523297848943,2.2271493750158697,1.0098782075416963,485.9995800252274
576,mp,38,0.1802375127497717,0.8270833333333333,1.440347873955408,2.3031411659903824,1.002204942900227,371.16121729271543
576,mp,39,0.1559068039841488,0.9010416666666666,1.4141085874651211,2.2678585840039887,1.0063590496675627,370.2085430915822
576,mp,40,0.1362540094828906,0.8947916666666667,1.410837217835369,2.2875243749585934,1.0155128486067766,196.2574915318684
576,mp,41,0.1118659706455679,0.9083333333333332,1.439217797625458,2.640242792025674,1.003088468862107,407.25944034575946
576,mp,42,0.0842296162989759,0.9427083333333334,1.4148155398105202,2.21993358299369,1.0098595718628904,355.7196677354405
576,mp,43,0.1039248585690128,0.9270833333333334,1.4017047387972008,2.429218166973442,1.001841496948975,563.7031159948299
576,mp,44,0.1438197050522032,0.9197916666666668,1.4102572316291395,2.4070990000036545,1.0119363924382492,292.12290473396865
576,mp,45,0.1086909283491633,0.9229166666666668,1.4177410366139698,2.401705917029176,0.9998731176233754,365.5264217460385
576,mp,46,0.1893529701886875,0.8166666666666667,1.4151218793470943,2.371493000013288,1.002067505783505,385.4197593380267
576,mp,47,0.1778553411962862,0.8333333333333334,1.3931205300592897,2.354216624982655,1.006230875729356,355.7188280468604
576,mp,48,0.1169760432985714,0.8833333333333333,1.411906141095127,2.3878402080154046,1.0020636085138308,458.7583914204966
576,mp,49,0.1239698103671317,0.9166666666666666,1.4454639623177512,2.452404750045389,1.015678705838064,392.55608626619136
576,mp,50,0.1092530974064688,0.9239583333333332,1.4290885903346564,2.352123999968171,0.9995080267129932,446.5146486905286
576,mp,51,0.0938558496100889,0.93125,1.403536705843926,2.341710917011369,1.0032575612438217,446.2239913027296
576,mp,52,0.1696688112748942,0.853125,1.4076159577278948,2.3165958750178106,1.0039271115696733,419.9519571072088
576,mp,53,0.1221090576528126,0.9072916666666668,1.4267550232705113,2.3665030830306932,1.007625577179967,387.1031832910021
576,mp,54,0.1596443116803383,0.859375,1.3930066362000184,2.3857757080113515,1.0079379007530012,399.10610642317766
576,mp,55,0.1705375899314739,0.8541666666666666,1.4046758475353178,2.315112542011775,1.001279447874067,399.1737625880275
576,mp,56,0.1315960810693932,0.88125,1.4097550299636168,2.244137374975253,1.007712733391801,394.56797715990933
576,mp,57,0.1859449777764998,0.8322916666666667,1.4150563546475954,2.279734625015408,1.008201149520569,545.8614577749031
576,mp,58,0.1276177335721575,0.8885416666666667,1.3934095627025045,2.324703457998112,1.0023135052195415,363.2432286482645
576,mp,59,0.1417341172986169,0.903125,1.4385739666762272,2.345085332985036,1.01177330825676,394.17324356693166
576,mp,60,0.1143640681021394,0.8979166666666667,1.388829273729364,2.2691865419619717,1.0006769188840374,585.5924022271381
576,mp,61,0.1411762926063144,0.8875,1.3877857929853403,2.245419042010326,1.0020758796275513,395.81863737072666
576,mp,62,0.1256786974438261,0.9166666666666666,1.383023161712767,2.291368957958184,1.000712307682223,654.2025133825458
576,mp,63,0.1008883498092454,0.925,1.4218823399380864,2.2364483330165967,1.004459835346362,355.942883478322
576,mp,64,0.1320113155334128,0.9104166666666668,1.3942400647128583,2.3066637919982895,1.0120679719299666,263.74557226852943
576,mp,65,0.1259962237080387,0.8760416666666667,1.4157721440199476,2.276043582998682,1.012033806784385,347.96972519142037
576,mp,66,0.1433669968462345,0.878125,1.4252507880092335,2.268343499978073,1.008248384276038,344.89305621369124
576,mp,67,0.1631371546987106,0.8635416666666667,1.3929066623014434,2.235098958015442,1.0022740802331715,508.1527982361909
576,mp,68,0.160860318678069,0.8645833333333334,1.4502759807451002,2.2684337500249967,0.9993721216656376,397.63417352012976
576,mp,69,0.131271478138698,0.8677083333333333,1.411968455375409,2.3257758749532513,1.000836168249989,471.6095518734259
576,mp,70,0.1564196091584348,0.8854166666666666,1.4403607547405122,2.304214916017372,1.003341465862575,266.832330662422
576,mp,71,0.0864791120413073,0.9520833333333332,1.4349064441497092,2.3473140000132844,1.0021797770609262,464.624975542282
576,mp,72,0.1439588862066702,0.9083333333333332,1.4360558803264816,2.3081224170164205,1.0194645869483456,204.1848242356016
576,mp,73,0.1933547671075158,0.8083333333333333,1.4079982409095468,2.3905452080070972,1.0014175615552428,398.5466829577566
576,mp,74,0.1469744817990861,0.8979166666666667,1.457481085139933,2.385129958973266,1.0005293354589395,325.03164845156346
576,mp,75,0.1962100416554833,0.8479166666666667,1.3950408110281718,2.2950895000249147,1.0033324801082764,432.4340360920175
576,mp,76,0.1338427122165149,0.8927083333333333,1.4454212979772407,2.348590416018851,1.0035685720119962,398.0843099825073
576,mp,77,0.1871225412972479,0.8822916666666667,1.423801000678164,2.3281456669792533,1.010573064066061,212.8047417377571
576,mp,78,0.1309220756170565,0.925,1.4385510093613243,2.3959605420241132,0.9994008170147862,523.0884198455165
576,mp,79,0.1180064868457839,0.9020833333333332,1.4298805409534971,2.335966083977837,1.0010891385939598,497.95019110699104
576,mp,80,0.097481153956366,0.9239583333333332,1.4147958471536044,2.330760332988575,1.0011936246779778,514.8914963400008
576,mp,81,0.1869443417013974,0.8604166666666667,1.4446946789843145,2.3079842080478556,0.9996863591650496,468.0829203330661
576,mp,82,0.1382924143967668,0.8760416666666667,1.4022385845029486,2.297656165959779,1.002235588196725,365.13530600483904
576,mp,83,0.1246235376968039,0.903125,1.4057976048905776,2.273192166991066,1.0018409822157652,447.0320825890413
576,mp,84,0.1306960912177483,0.8875,1.413742554340123,2.2868073339923285,1.0053311468312511,555.7341877006174
576,mp,85,0.1441056312309325,0.9052083333333332,1.4270427534805843,2.249298833019566,1.0039210274333987,376.6907409765944
576,mp,86,0.1542743215652414,0.8864583333333333,1.4027765895627422,2.2279697919730097,0.9998046565372816,546.6229010653424
576,mp,87,0.1198624855431473,0.8739583333333333,1.4160134324932736,2.309865791001357,1.0059009677122812,404.45617985917096
576,mp,88,0.1332947333927609,0.8979166666666667,1.439243214444086,2.337392790999729,1.0041788482061975,368.9858231960459
576,mp,89,0.1587699094266494,0.8739583333333333,1.4095690836091586,2.2978206249536015,1.005595195008114,423.2839514824514
576,mp,90,0.1145672247498132,0.9052083333333332,1.4266524481309495,2.2537931249826215,1.0002564710014112,638.3381456646783
576,mp,91,0.0649706117061044,0.9635416666666666,1.4242166041619773,2.3183063329779543,1.010631364215678,353.72759898068654
576,mp,92,0.1427397724645638,0.8583333333333333,1.382478012154339,2.2679718749714084,1.0076125823453936,473.8076958378526
576,mp,93,0.1727095718553274,0.8541666666666666,1.4360547152553598,2.2393405420007184,1.0035718399856413,408.49843170027015
576,mp,94,0.1263547776275061,0.8885416666666667,1.4290876312368626,2.3776847499539144,1.0021034639081423,452.360922857749
576,mp,95,0.1848633289886525,0.8708333333333333,1.4422393348336695,2.2493490829947405,1.016505185078262,255.2718983294411
576,mp,96,0.1061744626375705,0.9052083333333332,1.4200063408273604,2.281262375006918,1.0014700709774589,306.08391679818936
576,mp,97,0.125385847964412,0.9072916666666668,1.4486963639660313,2.2841435419977643,1.0022193913849051,266.93744745543194
576,mp,98,0.1402581037123699,0.8916666666666667,1.4468252242216475,2.2809452500077896,1.0118117750876052,457.80985028678265
576,mp,99,0.1607301291702902,0.8708333333333333,1.4111688434592262,2.251611999992747,1.000093090306,397.096680146426
1152,wdm,0,0.1069303749904444,0.8950850661625709,1.2728516348999055,3.080767665989697,1.0053421638616469,298.7551049191727
1152,wdm,1,0.1079876061706986,0.9007561436672968,1.235411094904166,2.670892082969658,1.0052514014435343,262.0170939099608
1152,wdm,2,0.092258768342603,0.9243856332703214,1.2531548036816758,2.6925598329980858,1.013027624016881,177.72422956738535
1152,wdm,3,0.0915562035560285,0.9120982986767486,1.249742060456022,2.711814707960002,1.017083305359483,174.97659533193865
1152,wdm,4,0.1040460626050478,0.8742911153119093,1.2199766106314194,2.607704708003439,1.004014834041442,247.0097186895889
1152,wdm,5,0.079154951711179,0.95179584120983,1.2440461443554962,2.7080322920228355,1.0042137486376617,194.22749929823135
1152,wdm,6,0.1057267737431937,0.9139886578449904,1.2283630452538576,2.7479395419941284,1.0036770642290127,298.4886397676616
1152,wdm,7,0.1458024784119649,0.8601134215500945,1.2273870090083707,2.7006809169542976,1.0005906305417218,215.0491046959367
1152,wdm,8,0.0925360948897066,0.943289224952741,1.2344260555938626,3.7064522079890594,1.001914044481709,213.5827364250862
1152,wdm,9,0.0978865985203232,0.941398865784499,1.25460019382428,2.7464907499961555,1.000237518818859,286.5031638278938
1152,wdm,10,0.0983445860431912,0.9149338374291116,1.209655213741473,2.789175957965199,1.0052463427081164,315.72546700517046
1152,wdm,11,0.0928259818706239,0.9357277882797732,1.2339946926569494,2.654638707987033,1.0058549320670602,167.36164920862552
1152,wdm,12,0.1125551760078504,0.8601134215500945,1.2444522695584312,2.8093722499907017,1.0002185691534369,185.60658139753113
1152,wdm,13,0.0818358494165945,0.9357277882797732,1.2262288352272768,2.826162958983332,1.0070090180446618,400.8232156567988
1152,wdm,14,0.0975244838660432,0.8960302457466919,1.2133275160967831,2.7049104999750853,1.0148942290956104,242.78100399298717
1152,wdm,15,0.0907711489095461,0.9102079395085066,1.2452440457035128,2.8788619169499725,1.0088805387937023,313.938742938783
1152,wdm,16,0.1180978852910502,0.8742911153119093,1.2349962281974038,2.7177696250146255,1.0043441571132845,257.20000402461864
1152,wdm,17,0.0860729471011156,0.9102079395085066,1.2126966367575571,2.6618731250055134,1.006752405735775,321.6981875835449
1152,wdm,18,0.0633521219121739,0.945179584120983,1.2452469085812303,2.7621587089961395,1.0103390863827677,140.26664072538506
1152,wdm,19,0.1092057290963167,0.8979206049149339,1.2559841326488252,2.632860791985877,1.0085484049545657,259.7169706737875
1152,wdm,20,0.1340824061133696,0.8516068052930057,1.2488869039652202,2.767422665958293,1.011229924914717,294.8688298054567
1152,wdm,21,0.1142464300284548,0.8724007561436673,1.224728162584429,2.659767708973959,1.009971997069167,222.9916657896752
1152,wdm,22,0.1134402389748481,0.8960302457466919,1.232746038759905,2.68620200001169,1.0020477383919644,227.31188889175368
1152,wdm,23,0.0852027313403475,0.9376181474480152,1.271652335304205,2.7248954590177163,1.000260346672467,334.7006913303803
1152,wdm,24,0.0689923307558455,0.9357277882797732,1.2171837732875417,2.589421709009912,1.0052384658012357,224.668012875502
1152,wdm,25,0.0905200680912295,0.9149338374291116,1.2394473607621654,2.681775041972287,1.043733039009443,103.5596773937188
1152,wdm,26,0.0854167921571002,0.936672967863894,1.2231224570550918,2.589077416982036,1.0087557450743978,281.40451920966547
1152,wdm,27,0.0773718051399235,0.9272211720226844,1.2022398327347446,2.5487547499942593,1.0009517733202569,253.3324962563882
1152,wdm,28,0.1078346087102302,0.8922495274102079,1.2584931516826057,2.6696626669727266,1.021173511268637,261.68211918063423
1152,wdm,29,0.1133394115734397,0.8837429111531191,1.254790555728556,2.680344124964904,1.015158772334822,239.0858924176488
1152,wdm,30,0.1296053074394853,0.8620037807183365,1.24411457284911,2.669000874971971,1.0013893718606663,225.47188742746997
1152,wdm,31,0.1113318946637021,0.8931947069943289,1.2510637826163091,2.763082667021081,1.0035396902791405,252.99818768488095
1152,wdm,32,0.1218029624362668,0.8724007561436673,1.250305680226992,2.641577625006903,1.0029794288671736,222.36241428218216
