n_total,freq_knots,likelihood,repeat,mse,coverage,ci_width,native_mse,wall_time_s,rhat,neff
2304,8,wdm,5,0.05030743277437273,0.9502777777777778,0.8916402994556516,0.06712624083431196,11.303087195003172,1.0271062717290766,154.4018697363968
2304,8,wdm,6,0.0845672411427975,0.8816666666666667,0.9059821961550364,0.10234307860935861,11.367353626992553,1.0047131385659738,193.52791923570902
2304,8,wdm,7,0.0856598249383924,0.8730555555555556,0.9056419065730996,0.10021521494475734,11.684493809007108,1.0097498066386392,315.33099686168214
2304,8,wdm,8,0.04685993735661245,0.9594444444444444,0.8947556151502487,0.06959976930817519,11.530745242998819,1.0081133633228874,190.18606284028942
2304,8,wdm,9,0.06137389983813025,0.9341666666666667,0.9066024657694104,0.06978482196768925,11.653622401994653,1.0026860891960283,362.68198394094355
2304,8,wdm,10,0.05588821770955472,0.9413888888888889,0.8818103639804202,0.07463605548455166,11.642542325993418,1.0189411331762872,156.93325223043033
2304,8,wdm,11,0.06508927655021553,0.92,0.8973293210376999,0.09200688881943296,11.53044364899688,1.0127168703877185,303.48508328910606
2304,8,wdm,12,0.055664192046294275,0.9427777777777778,0.8928899548513035,0.09100752717230838,12.168060737007181,1.003098072150459,429.68375127521244
2304,8,wdm,13,0.05793970566883236,0.9244444444444444,0.8931336038353407,0.07658295609913443,11.707657551000011,1.0142365467558405,248.5381817330616
2304,8,wdm,14,0.05520757596006487,0.9313888888888889,0.8830450939503678,0.08283503551266702,12.07058657699963,1.0061350835927074,320.66964397061923
2304,8,wdm,15,0.04201250405061482,0.9775,0.9012286447983798,0.07266812033045762,11.68103208199318,1.0078167049165314,234.36741792229154
2304,8,wdm,16,0.056294461271782545,0.9502777777777778,0.8999063169023819,0.08302070614328869,11.578051935008261,1.0073067753660536,213.55251195021975
2304,8,wdm,17,0.03698303975953596,0.9716666666666667,0.8875423843208567,0.06762860432304776,11.849123396998039,1.0062007852575023,228.48370663525247
2304,8,wdm,18,0.043090789073929846,0.9466666666666667,0.9030677089809338,0.07735302474187407,11.624453307013027,1.0035022751020843,261.6932176422891
2304,8,wdm,19,0.07113490481087602,0.9033333333333333,0.8898739173933814,0.09538896944850424,12.17444422400149,1.002062091652709,385.222687386175
2304,8,wdm,20,0.06043218033195644,0.9336111111111111,0.896257231293411,0.0891930098202481,12.023211671999888,1.0003530102026859,474.43637084865924
2304,8,wdm,21,0.06018970063906598,0.9308333333333333,0.8816971176081508,0.07942811163402032,11.753082137001911,1.0049703878588225,200.65178300458538
2304,8,wdm,22,0.05670891453861096,0.9461111111111111,0.8979164884120165,0.0786929468062825,12.193062115009525,1.0113226061966434,297.87087027602496
2304,8,wdm,23,0.06223853087118131,0.9205555555555556,0.8760748249214132,0.08679304402565029,12.015133273991523,1.0088796430817895,366.87821055799606
2304,8,wdm,24,0.03792054043433597,0.9811111111111112,0.8984180613817017,0.0658660556492037,11.842532381997444,1.0158059343055903,223.38699848074984
2304,8,wdm,25,0.04893628816263526,0.9680555555555556,0.8897164007177519,0.07370433036203487,11.709207046005758,1.005287008958283,182.99857738089185
2304,8,wdm,26,0.034975344785818596,0.99,0.8920093090704473,0.061084879711382774,12.036784491996514,1.0067483515764066,201.7384564967917
2304,8,wdm,27,0.05113257677255104,0.9797222222222223,0.8880873225743569,0.07072388557079573,11.733333611991839,1.0075926753818412,291.9593556431397
2304,8,wdm,28,0.061649375860158936,0.9258333333333333,0.8942701449899725,0.08372285088998646,11.994923584992648,1.0096592972225156,268.93421308225174
2304,8,wdm,29,0.06080051333497465,0.9194444444444444,0.8985935818058207,0.09325038831699509,12.420476077997591,1.00422948442952,483.0181039130391
2304,8,mp,0,0.052887410548762094,0.9388888888888889,0.875835091138429,0.5535132582353581,12.291985623000073,1.0058723539742296,165.76220228008688
2304,8,mp,1,0.058017359406828874,0.9236111111111112,0.8775639442431908,0.5448393357433231,11.050815308000892,1.0139602861432437,158.25941841384187
2304,8,mp,2,0.05881574524393052,0.9391666666666667,0.8751185570117551,0.5522798023276788,11.120588229998248,1.0043944644302738,170.53101201578318
