n_total,freq_knots,likelihood,repeat,mse,coverage,ci_width,native_mse,wall_time_s,rhat,neff
1024,6,wdm,0,0.11765213454329425,0.8647222222222222,1.0318718892810086,0.14772797823260803,14.934353159973398,0.9993593837740063,302.8707305855437
1024,6,wdm,1,0.0815971282045803,0.9308333333333333,1.0291541844986314,0.11147153220510975,14.399310722015798,1.0055648706143254,371.7793654025885
1024,6,wdm,2,0.10179592220811422,0.8816666666666667,1.0445878653508878,0.1414087734486195,14.557911876006983,1.0193161586566308,288.34695840731183
1024,6,wdm,3,0.08993997711824354,0.9025,1.0443347876326636,0.1317193935768194,14.567229236999992,1.0040753997995882,263.85178661277894
1024,6,wdm,4,0.07366373214354811,0.9372222222222222,1.033565254084283,0.08470428859709934,14.514077628962696,1.0053306139979263,218.39360832971846
1024,6,wdm,5,0.08269651328920861,0.95,1.0389588108311312,0.12540342095062398,14.323479805956595,1.0041283807693995,261.4440850239765
1024,6,wdm,6,0.08567432388819589,0.9147222222222222,1.0286300272234257,0.11011335632673523,14.293678332003765,1.0083267337702733,331.90552808566576
1024,6,wdm,7,0.1364298103691742,0.8541666666666666,1.0394095662286102,0.14056200301433577,14.308962384006009,1.0131109221447263,293.2297064472037
1024,6,wdm,8,0.11334020904263692,0.8630555555555556,1.0212637813371768,0.11956672640343917,14.674918009026442,1.0008643460827347,292.58658157345104
1024,6,wdm,9,0.05375188002545814,0.975,1.0328330218867356,0.08197274547040295,14.63336644199444,1.009231243618299,259.36753252312644
1024,6,wdm,10,0.08772255943637301,0.9075,1.0414610190037936,0.09933237610308994,14.795588201028295,1.0015118514399723,267.87675077619
1024,6,wdm,11,0.07870009597897033,0.9336111111111111,1.0368937229174287,0.1075589257680032,14.326370025984943,1.005647533788767,271.1080426381676
1024,6,wdm,12,0.0832233747138351,0.9394444444444444,1.0473199819609682,0.12389121991864938,14.472925601003226,1.0011147016090824,203.35958905314672
1024,6,wdm,13,0.08499375055578613,0.9258333333333333,1.028537788761239,0.07876570528009721,14.490254901989829,1.007295235984639,270.5475658424488
1024,6,wdm,14,0.09193098081645716,0.9030555555555555,1.021661900555862,0.12242921084171042,14.41209911101032,1.0070068108516,175.73445190766185
1024,6,wdm,15,0.08005441898765098,0.9297222222222222,1.0548366097131905,0.10525493301874576,14.445718288014177,1.0133737794466315,178.3988877684255
1024,6,wdm,16,0.09660167866598376,0.8908333333333334,1.0364510381810146,0.1232290240530428,14.157807607029099,1.0041340095364102,281.1698046814308
1024,6,wdm,17,0.07628643821978302,0.9355555555555556,1.033083318361347,0.1141491766060051,14.378792117990088,1.0027849628548091,168.90244202788796
1024,6,wdm,18,0.08901687328669722,0.9219444444444445,1.0236256641704606,0.1070019927275002,14.56550150201656,1.000998549567915,250.70103126160305
1024,6,wdm,19,0.1556474629546683,0.8025,1.0483019907740143,0.14549050219832035,14.609809928981122,1.0075737712747241,187.96504537770338
1024,6,wdm,20,0.06791156805291151,0.9441666666666667,1.0305787249468745,0.11393381386343468,13.71701436798321,1.0070247233970038,295.6855138325109
1024,6,wdm,21,0.14910133709317563,0.8094444444444444,1.0337034167465764,0.1825315905689688,13.12350361800054,1.004019779070565,321.58812119956843
1024,6,wdm,22,0.1368265691421649,0.8416666666666667,1.0408923093182072,0.1405140173525994,13.213516390998848,1.0010001843214487,301.7826214206276
1024,6,wdm,23,0.0763670591919965,0.9197222222222222,1.0432634510339178,0.13619833070300713,12.964216953027062,1.0161734998116672,207.37480392345844
1024,6,wdm,24,0.06918201746054273,0.9452777777777778,1.0274122156823389,0.09804350212114038,13.328070887015201,1.046977328617474,170.20892942022135
