n_total,likelihood,repeat,mse,coverage,ci_width,wall_time_s,rhat,neff
576,mp,34,0.119350373322498,0.909375,1.4069250323540248,2.304231834015809,1.0010329980451163,515.7908089322593
576,mp,35,0.17613188193293908,0.85625,1.4074241910447642,2.3561886249808595,1.001127230108258,455.6718150359037
576,mp,36,0.17867637380986173,0.859375,1.4417751707367557,2.3462277500657365,1.001305230376989,486.0415125173116
576,mp,37,0.1680075511555554,0.8979166666666667,1.4467523297848943,2.308010083041154,1.0098782075416965,485.9995800252274
576,mp,38,0.1802375127497717,0.8270833333333333,1.4403478739554079,2.569978499901481,1.002204942900227,371.16121729271543
576,mp,39,0.15590680398414886,0.9010416666666666,1.4141085874651211,2.3519877090584487,1.0063590496675627,370.2085430915822
576,mp,40,0.13625400948289063,0.8947916666666667,1.410837217835369,2.3911727090599015,1.0155128486067766,196.2574915318684
576,mp,41,0.11186597064556793,0.9083333333333333,1.4392177976254579,2.412744541070424,1.003088468862107,407.25944034575946
576,mp,42,0.0842296162989759,0.9427083333333334,1.4148155398105202,2.3197563749272376,1.0098595718628904,355.7196677354405
576,mp,43,0.10392485856901285,0.9270833333333334,1.4017047387972008,2.6026531669776887,1.001841496948975,563.7031159948299
576,mp,44,0.1438197050522032,0.9197916666666667,1.4102572316291395,2.4244647920131683,1.0119363924382492,292.12290473396865
576,mp,45,0.10869092834916333,0.9229166666666667,1.4177410366139698,2.423907749936916,0.9998731176233754,365.5264217460385
576,mp,46,0.18935297018868755,0.8166666666666667,1.4151218793470945,2.4912726669572294,1.0020675057835047,385.4197593380267
576,mp,47,0.17785534119628624,0.8333333333333334,1.3931205300592897,2.4121382089797407,1.006230875729356,355.7188280468604
576,mp,48,0.11697604329857142,0.8833333333333333,1.411906141095127,2.722701875027269,1.0020636085138308,458.7583914204966
576,mp,49,0.12396981036713171,0.9166666666666666,1.4454639623177512,2.4264534160029143,1.0156787058380639,392.55608626619136
576,mp,50,0.10925309740646884,0.9239583333333333,1.4290885903346564,2.4520295419497415,0.9995080267129931,446.51464869052853
576,mp,51,0.09385584961008896,0.93125,1.403536705843926,2.3959208750166,1.0032575612438215,446.2239913027296
576,mp,52,0.16966881127489425,0.853125,1.4076159577278948,2.382042874931358,1.0039271115696733,419.9519571072088
576,mp,53,0.12210905765281266,0.9072916666666667,1.4267550232705113,2.3114072089083493,1.007625577179967,387.1031832910021
576,mp,54,0.1596443116803383,0.859375,1.3930066362000184,2.679442915949039,1.0079379007530012,399.10610642317766
576,mp,55,0.17053758993147397,0.8541666666666666,1.4046758475353178,2.3659947080304846,1.001279447874067,399.1737625880275
576,mp,56,0.13159608106939322,0.88125,1.4097550299636168,2.3607897080946714,1.007712733391801,394.56797715990933
576,mp,57,0.1859449777764998,0.8322916666666667,1.4150563546475954,2.32657662499696,1.008201149520569,545.8614577749031
576,mp,58,0.12761773357215758,0.8885416666666667,1.3934095627025045,2.38501600001473,1.0023135052195415,363.24322864826445
576,mp,59,0.14173411729861699,0.903125,1.4385739666762272,2.406074416008778,1.01177330825676,394.17324356693166
576,mp,60,0.11436406810213949,0.8979166666666667,1.388829273729364,2.7899205830181018,1.0006769188840374,585.5924022271381
576,mp,61,0.1411762926063144,0.8875,1.3877857929853405,2.3573917920002714,1.0020758796275513,395.81863737072666
576,mp,62,0.12567869744382618,0.9166666666666666,1.383023161712767,2.4201064580120146,1.000712307682223,654.2025133825458
576,mp,63,0.10088834980924545,0.925,1.4218823399380864,2.3593986249761656,1.004459835346362,355.942883478322
576,mp,64,0.13201131553341286,0.9104166666666667,1.3942400647128583,2.3678961669793352,1.0120679719299666,263.74557226852943
576,mp,65,0.1259962237080387,0.8760416666666667,1.4157721440199476,2.4059554169652984,1.012033806784385,347.96972519142037
576,mp,66,0.14336699684623452,0.878125,1.4252507880092335,2.3159911249531433,1.0082483842760381,344.89305621369124
576,mp,67,0.1631371546987106,0.8635416666666667,1.3929066623014434,2.2662757080979645,1.0022740802331715,508.1527982361909
576,mp,68,0.16086031867806905,0.8645833333333334,1.4502759807451002,2.2816107079852372,0.9993721216656377,397.63417352012976
